2019-07-25T11:16:53.995568 45.520577814 -122.681240475 1.17 38 29
2019-07-25T11:16:55.286099 45.5207322646 -122.681444146 1.16 37 28
2019-07-25T11:16:56.569843 45.5208804646 -122.681658126 1.16 37 28
2019-07-25T11:16:57.861115 45.5210254737 -122.681874129 1.16 37 28
2019-07-25T11:16:59.146282 45.5211665055 -122.682097684 1.16 37 28
2019-07-25T11:17:00.444421 45.5212922729 -122.682339846 1.16 37 28
2019-07-25T11:17:01.729788 45.5213869129 -122.68259547 1.16 37 28
2019-07-25T11:17:03.014698 45.521412859 -122.682857001 1.16 37 28
2019-07-25T11:17:04.311213 45.5213816724 -122.68312136 1.16 37 28
2019-07-25T11:17:05.603403 45.5212915119 -122.683356973 1.19 37 28
2019-07-25T11:17:06.888885 45.5211607309 -122.683563824 1.19 37 28
2019-07-25T11:17:08.177086 45.5210099966 -122.683762959 1.19 37 28
2019-07-25T11:17:09.466268 45.5208532948 -122.68396152 1.19 37 28
2019-07-25T11:17:10.755407 45.5206963374 -122.684162924 1.19 37 28
2019-07-25T11:17:49.453365 45.5184220591 -122.685643936 1.19 38 26
2019-07-25T11:17:52.040030 45.5184214976 -122.685643838 1.19 38 26
2019-07-25T11:17:53.330213 45.5184214845 -122.685643838 1.19 38 26
2019-07-25T11:17:54.646981 45.5184211489 -122.685643754 1.19 38 26
2019-07-25T11:17:57.200885 45.5184208594 -122.685643686 1.16 44 25
2019-07-25T11:17:58.494436 45.5184208594 -122.685643686 1.16 44 25
2019-07-25T11:18:01.071312 45.518365115 -122.685644538 1.16 44 25
2019-07-25T11:18:02.363563 45.5182449587 -122.685646261 1.16 44 25
2019-07-25T11:18:03.648289 45.5180873116 -122.685648354 1.16 44 25
2019-07-25T11:18:04.942305 45.5179108846 -122.685650593 1.16 44 25
2019-07-25T11:18:06.232782 45.5177259777 -122.685652813 1.17 42 25
2019-07-25T11:18:07.520195 45.5175362689 -122.685654852 1.17 42 25
2019-07-25T11:18:08.826006 45.5173514245 -122.685656813 1.17 42 25
2019-07-25T11:18:10.092076 45.5171520055 -122.685658915 1.17 42 25
2019-07-25T11:18:11.386970 45.5169579247 -122.685660955 1.17 42 25
2019-07-25T11:18:12.680237 45.5167638011 -122.685662994 1.17 42 25
2019-07-25T11:18:13.967912 45.5165706008 -122.685680422 1.17 42 25
2019-07-25T11:18:15.265822 45.5163886393 -122.685759783 1.17 42 25
2019-07-25T11:18:16.551867 45.516213107 -122.685869985 1.17 42 25
2019-07-25T11:18:17.844848 45.5160468014 -122.685999981 1.17 42 25
2019-07-25T11:18:19.141576 45.5158813483 -122.686135426 1.17 42 25
2019-07-25T11:18:20.423533 45.5157071254 -122.686209411 1.17 42 25
2019-07-25T11:18:21.708296 45.5155265017 -122.686241658 1.17 42 25
2019-07-25T11:18:23.006023 45.5153423131 -122.686253968 1.17 42 25
2019-07-25T11:18:23.682417 45.5152444086 -122.686255961 1.17 42 25
2019-07-25T11:18:27.551675 45.5146824697 -122.68624737 1.14 40 25
2019-07-25T11:18:28.882599 45.514504798 -122.686241404 1.14 40 25
2019-07-25T11:18:33.999666 45.514396192 -122.686232877 1.14 40 25
2019-07-25T12:26:02.638437 45.507269 -122.691631 0.8 33 28
2019-07-25T12:26:12.987083 45.507269 -122.691631 0.8 33 28
2019-07-25T12:26:20.693529 45.5075444216 -122.691330166 0.8 37 28
2019-07-25T12:26:29.721153 45.5076250177 -122.690346618 0.8 36 28
2019-07-25T12:26:31.046927 45.507677668 -122.690072128 0.8 36 28
2019-07-25T12:26:32.312858 45.5077456473 -122.689896845 0.8 36 28
2019-07-25T12:26:41.376181 45.5083901656 -122.688696328 0.8 35 28
2019-07-25T12:27:04.549543 45.509128071 -122.685048054 0.79 35 28
2019-07-25T12:27:40.085314 45.5106604519 -122.678040187 2.02 92 31
2019-07-25T12:28:16.201793 45.5124084123 -122.675994831 1.99 94 29
2019-07-25T12:28:17.513736 45.5124084123 -122.675994831 1.99 94 29
2019-07-25T12:28:21.358559 45.5125605025 -122.675872885 1.99 94 29
2019-07-25T12:28:23.932103 45.5125995965 -122.675843605 1.99 94 29
2019-07-25T12:28:25.219773 45.5125992138 -122.675844161 1.99 94 29
2019-07-25T12:28:30.377284 45.5125989753 -122.675844372 2.02 94 29
2019-07-25T12:28:39.416976 45.513201499 -122.675469089 1.99 94 29
2019-07-25T12:28:54.901707 45.5142063281 -122.674759149 1.99 94 28
2019-08-13T12:29:13.528397 45.5073143793 -122.691601805 0.46 38 26
2019-08-13T12:29:19.993533 45.5076330671 -122.691680336 0.46 38 26
2019-08-13T12:29:31.603662 45.5076324249 -122.691679278 0.46 38 26
2019-08-13T12:29:39.360851 45.5078666446 -122.691602685 0.46 38 26
2019-08-13T12:29:40.628766 45.5077617605 -122.691532774 0.46 38 26
2019-08-13T12:29:41.950869 45.5076688059 -122.691380273 0.46 38 26
2019-08-13T12:30:15.444629 45.5101580393 -122.687289637 0.46 38 26
2019-08-13T12:30:16.738280 45.5101612575 -122.68729553 0.46 38 26
2019-08-13T12:31:28.362969 0.0 0.0 0.46 37 26
2019-08-13T12:31:29.694938 0.0 0.0 0.46 37 26
2019-08-13T12:31:34.813585 0.0 0.0 0.46 37 26
