2019-07-25T10:45:03.500413 45.5141413899 -122.67817866 0.85 36 43
2019-07-25T10:45:11.241832 45.5143414761 -122.678204677 0.85 36 43
2019-07-25T10:45:12.530925 45.5143414761 -122.678204677 0.85 36 43
2019-07-25T11:10:37.249286 45.5073752187 -122.691727591 1.16 36 31
2019-07-25T11:11:59.773380 45.5069275311 -122.689330957 1.2 36 35
2019-07-25T11:12:25.024709 45.5054931652 -122.686871706 1.2 30 38
2019-07-25T11:12:26.290719 45.5054978914 -122.686879124 1.2 30 38
2019-07-25T11:12:34.032572 45.5054547987 -122.685930236 1.2 30 38
2019-07-25T11:12:35.320032 45.5054541587 -122.685743338 1.17 28 39
2019-07-25T11:12:53.380185 45.5054413104 -122.685175787 1.13 28 40
2019-07-25T11:12:54.649964 45.5054412908 -122.685175664 1.13 28 40
2019-07-25T11:13:11.410818 45.506069352 -122.684909193 1.07 27 39
2019-07-25T11:13:14.016706 45.5064487612 -122.684768304 1.07 27 39
2019-07-25T11:13:20.439854 45.5074005757 -122.684385321 1.08 26 38
2019-07-25T11:14:23.623319 45.5110542324 -122.683929025 1.13 33 34
2019-07-25T11:16:07.544598 45.5162436242 -122.682115912 1.17 44 30
2019-07-25T11:16:16.573923 45.5167690131 -122.682126175 1.17 45 29
2019-07-25T11:16:19.152834 45.5167704343 -122.682126411 1.17 45 29
2019-07-25T11:16:20.446153 45.5168005857 -122.682122827 1.17 45 29
2019-07-25T11:16:21.733060 45.5168677028 -122.682089539 1.17 45 29
2019-07-25T11:16:23.023963 45.5169528969 -122.682014065 1.17 45 29
2019-07-25T11:16:24.330181 45.5170425497 -122.681911438 1.17 45 29
2019-07-25T11:16:26.894980 45.5172308877 -122.681518701 1.2 41 29
2019-07-25T11:16:28.190296 45.5173583143 -122.681302732 1.2 41 29
2019-07-25T11:16:32.063116 45.5177795345 -122.680657306 1.2 41 29
2019-07-25T11:16:33.365274 45.5179228307 -122.680438611 1.2 41 29
2019-07-25T11:16:35.934556 45.5181968157 -122.679995444 1.19 39 29
2019-07-25T11:16:37.225028 45.5183515898 -122.679805388 1.19 39 29
2019-07-25T11:16:38.516023 45.5185223179 -122.679676358 1.19 39 29
2019-07-25T11:16:39.806812 45.518703934 -122.679599438 1.19 39 29
2019-07-25T11:16:41.096927 45.518891113 -122.679585018 1.19 39 29
2019-07-25T11:16:42.390951 45.519076112 -122.67964872 1.19 39 29
2019-07-25T11:16:43.678550 45.519247486 -122.679776817 1.19 39 29
2019-07-25T11:16:51.416058 45.5202402681 -122.680877158 1.17 38 29
